56;Gestación;Fecha de primera consulta prenatal;10;F;"AAAA-MM-DD
·Si no se tiene el dato registrar 1800-01-01
·Si no se realiza por una tradición registrar 1805-01-01
·Si no se realiza por una condición de salud registrar 1810-01-01
·Si no se realiza por negación del usuario registrar 1825-01-01
·Si no se realiza por tener datos de contacto del usuario no actualizados registrar 1830-01-01
·Si no se realiza por otras razones registrar 1835-01-01
·Si no aplica registrar 1845-01-01";"La opción 1800-01-01 se usa cuando no se tiene información con respecto a la atención o cuando se sabe de su realización, pero se desconoce la fecha.

La opción 1845-01-01 se usa en población NO gestante (cuando la variable 14 registra 0, 2 o 21) y sexo masculino.
";Generar error si las variables 56 y 58 registran fecha > 1900-01-01 Y la fecha de la variable 56  >  a la fecha de la variable 58;Error318;Fecha de ultimo control prenatal de seguimiento es menor a Fecha de primera consulta prenatal;Variables 56, 58;
;;;;;;;Gerenar error cuando variable 56 > Fecha de corte;Error129;Fecha de primera consulta prenatal es mayor a la fecha de corte;Variable 56, Fecha de corte;
;;;;;;;Generar error si la fecha registrada en la variable 56 <= la fecha registrada en la variable 9 (excepto comodines);Error179;Fecha de primera consulta prenatal es menor a la fecha de nacimiento;Variables 9, 55;
;;;;;;;Validar contenido de fecha en la variable 56;Error449;contenido en el campo primera consulta prenatal no válido;Variable 56;
;;;;;;;Validar comodines;Error389;Comodín inválido - Fecha de Primera Consulta Prenatal;Variable 56;
57;Riesgo cardiovascular y metabólico;Resultado de glicemia basal;3;N;"Registre el dato reportado por el laboratorio (máximo 3 enteros y 4 decimales).
Riesgo no evaluado registre 998.
Si no aplica registre 0.
";"Registre el resultado del tamizaje realizado a: población de 18 a 29 años con riesgo identificado, población a partir de los 29 años una vez cada 5 años y gestantes.  Registro opcional para el resto de la población.

Si el resultado es mayor o igual a 997, registre 997.

La opción 998 se usa cuando reporta población sujeto, pero:
-No reporta el tamizaje.
-No se tiene información con respecto a la realización o sabe de la realización, pero se desconoce la fecha.";Generar error si la variable 105 > 1900-01-01 Y (variable 57 = 0  ó variable 57 >=  998);Error584;Si registra Fecha de toma de glicemia basal, debe registrar el Resultado de glicemia basal;Variables 57, 105;
;;;;;;;Generar error cuando (la variable 105 = (1800-01-01, 1805-01-01, 1810-01-01, 1825-01-01, 1830-01-01 ó 1835-01-01) Y la variable 57 <> 998) ó  (la variable la variable 57 = 998 Y la variable 105 <> (1800-01-01, 1805-01-01, 1810-01-01, 1825-01-01, 1830-01-01 ó 1835-01-01)) ;Error585;Si registró 1800-01-01, 1805-01-01, 1810-01-01, 1825-01-01, 1830-01-01 ó 1835-01-01 en Fecha Glicemia Basal, registre 998 en Resultado GB y viceversa;Variables 57, 105;
;;;;;;;Generar error si la variable 105 = 1845-01-01 Y (la variable 57 <> 0 ó la edad calculada >= 29 años);Error586;Registre no aplica en Fecha toma de glicemia y Resultado de glicemia, a los menores de 29 años sin riesgo cardiovascular identificado;Variables 57, 105, Edad calculada;
58;Gestación;Fecha de último control prenatal de seguimiento;10;F;bbba;"Registre la fecha del último control prenatal de seguimineto que tuvo en el último período de reporte y durante la gestación actual.

La opción 1800-01-01 se usa cuando no se tiene información con respecto a la atención o cuando se sabe de su realización, pero se desconoce la fecha.

La opción 1845-01-01 se usa en población NO gestante (cuando la variable 14 registra 0, 2 o 21) y sexo masculino.
";Gerenar error cuando variable 58 > Fecha de corte;Error130;Fecha de último control prenatal de seguimiento es mayor a la fecha de corte;Variable 58, Fecha de corte;
;;;;;;;Generar error si la fecha registrada en la variable 58 <= la fecha registrada en la variable 9 (excepto comodines);Error180;Fecha de último control prenatal de seguimiento es menor a la fecha de nacimiento;Variable 9, 58;
;;;;;;;Validar contenido de fecha en la variable 58;Error450;contenido en el  UltimoControlPrenatal no válido;Variable 58;
;;;;;;;Validar comodines, de manera excepcional en esta variable solo se permite registrar los comodines 1845-01-01 y 1800-01-01;Error390;Comodín inválido - Fecha de último control prenatal de seguimiento;Variable 58;
59;Gestación;Suministro de ácido fólico en el control prenatal durante el periodo reportado;2;N;"0 -No aplica
1 -Sí se suministra
16-No se suministra por una tradición
17-No se suministra por una condición de salud
18-No se suministra por negación de la usuaria
20-No se suministra por otras razones
21-Registro no evaluado";"La opción 0 se usa en población NO gestante (cuando la variable 14 registra 0, 2 o 21), sexo masculino o gestantes a las que no aplica la entrega porque ya tienen mas de 12 semanas de gestación.

La opción 1 se usa:
-Cuando hubo suministro efectivo durante el periodo reportado y se efectuó durante las primeras 12 semanas de gestación.
-Cuando se suministraron multivitamínicos NO POS durante las primeras 12 semanas de gestación.

La opción 21 se usa cuando reporta una gestante, pero no se tiene información con respecto al suministro o no se evaluó la entrega.";Generar error si la variable 59 registra valor <> 0, 1, 16, 17, 18, 20 ó 21.;Error587;Error en valores permitidos -Suministro de ácido fólico en el control prenatal durante el periodo reportado;Variable 59;
60;Gestación;Suministro de sulfato ferroso en el control prenatal durante el periodo reportado;2;N;"0 -No aplica
1 -Sí se suministra
16-No se suministra por una tradición
17-No se suministra por una condición de salud
18-No se suministra por negación de la usuaria
20-No se suministra por otras razones
21-Registro no evaluado";"La opción 0 se usa en población NO gestante (cuando la variable 14 registra 0, 2 o 21), sexo masculino, o  gestante con valores de hemoglobina (Hb) superiores a 14 g/dL., a la que no aplica el suministro de sulfato ferroso.

La opción 1 se usa:
-Cuando hubo suministro efectivo durante el periodo reportado.
-Cuando se suministraron multivitamínicos NO POS.";Generar error si la variable 60 registra valor <> 0, 1, 16, 17, 18, 20 ó 21.;Error588;Error en valores permitidos -Suministro de sulfato ferroso en el control prenatal durante el periodo reportado;Variable 60;
61;Gestación;Suministro de carbonato de calcio en el control prenatal durante el periodo reportado;2;N;"0 -No aplica
1 -Sí se suministra
16-No se suministra por una tradición
17-No se suministra por una condición de salud
18-No se suministra por negación de la usuaria
20-No se suministra por otras razones
21-Registro no evaluado";"La opción 0 se usa en población NO gestante (cuando la variable 14 registra 0, 2 o 21), sexo masculino, o gestante de 15 semanas de gestación en adelante, a la que no aplica el suministro de carbonato de calcio.

La opción 1 se usa:
-Cuando hubo suministro efectivo durante el periodo reportado y se efectuó durante las primeras 14 semanas de gestación.
-Cuando se suministraron multivitamínicos NO POS durante las primeras 14 semanas de gestación.";Generar error si la variable 61 registra valor <> 0, 1, 16, 17, 18, 20 ó 21.;Error589;Error en valores permitidos -Suministro de carbonato de calcio en el control prenatal durante el periodo reportado;Variable 61;
62;Agudeza visual;Fecha de valoración agudeza visual;10;F;"AAAA-MM-DD
·Si no se tiene el dato registrar 1800-01-01
·Si no se realiza por una tradición registrar 1805-01-01
·Si no se realiza por una condición de salud registrar 1810-01-01
·Si no se realiza por negación del usuario registrar 1825-01-01
·Si no se realiza por tener datos de contacto del usuario no actualizados registrar 1830-01-01
·Si no se realiza por otras razones registrar 1835-01-01
·Si no aplica registrar 1845-01-01";"Registre la fecha de valoración de agudeza visual que se realiza a las personas a partir de los 3 años de edad.

La opción 1800-01-01 se usa cuando no se tiene información con respecto a la atención o cuando se sabe que se realizó, pero se desconoce la fecha.

La opción 1845-01-01 se usa en la población no objeto

";Gerenar error cuando variable 62 > Fecha de corte;Error131;Fecha de valoración agudeza visual es mayor a la fecha de corte;Variable 62, Fecha de corte;
;;;;;;;Generar error si la fecha registrada en la variable 62 <= la fecha registrada en la variable 9 (excepto comodines);Error181;Fecha de valoración agudeza visual es menor a la fecha de nacimiento;Variables 9, 62;
;;;;;;;Generar error si la variable 27 = 0 Y variable 28 = 0 Y la variable 62 <> 1845-01-01;Error590;Si las variables Agudeza visual lejana ojo izquierdo y ojo derecho no aplican, debe registrar no aplica en Fecha de valoración de la agudeza visual ;Variables 27, 28, 62;
;;;;;;;Validar contenido de fecha en la variable 62;Error451;contenido en el campo FechaValoracionAgudezaVisual no válido;Variable 62;
;;;;;;;Validar comodines;Error391;Comodín inválido - Fecha de valoración de la agudeza visual;Variable 62;
63;Test 0 a 12 años;Fecha de tamizaje VALE;10;F;"AAAA-MM-DD
·Si no se tiene el dato registrar 1800-01-01
·Si no se realiza por una tradición registrar 1805-01-01
·Si no se realiza por una condición de salud registrar 1810-01-01
·Si no se realiza por negación del usuario registrar 1825-01-01
·Si no se realiza por tener datos de contacto del usuario no actualizados registrar 1830-01-01
·Si no se realiza por otras razones registrar 1835-01-01
·Si no aplica registrar 1845-01-01";"Registre la fecha del tamizaje VALE que se realiza a personas hasta los 12 años de edad.

La opción 1800-01-01 se usa cuando no se tiene información con respecto a la realización del tamizaje o cuando se sabe que se realizó, pero se desconoce la fecha.

La opción 1845-01-01  se usa en población no sujeto del tamizaje. 


";Gerenar error cuando variable 63 > Fecha de corte;Error132;Fecha de tamizaje VALE es mayor a la fecha de corte;Variable 63, Fecha de corte;
;;;;;;;Generar error si la fecha registrada en la variable 63 <= la fecha registrada en la variable 9 (excepto comodines);Error182;Fecha de tamizaje VALE es menor a la fecha de nacimiento;Variables 9, 63;
;;;;;;;Validar contenido de fecha en la variable 63;Error452;contenido en el campo Fecha de tamizaje VALE no válido;Variable 63;
;;;;;;;Validar comodines;Error392;Comodín inválido - Fecha de tamizaje VALE;Variable 63;
64;Ca de próstata;Fecha del tacto rectal;10;F;"AAAA-MM-DD
·Si no se tiene el dato registrar 1800-01-01
·Si no se realiza por una tradición registrar 1805-01-01
·Si no se realiza por una condición de salud registrar 1810-01-01
·Si no se realiza por negación del usuario registrar 1825-01-01
·Si no se realiza por tener datos de contacto del usuario no actualizados registrar 1830-01-01
·Si no se realiza por otras razones registrar 1835-01-01
·Si no aplica registrar 1845-01-01";"La opción 1800-01-01 se usa cuando reporta población sujeto a los que no se realizó el tamizaje o cuando se sabe de la realización, pero se desconce la fecha.

La opción 1845-01-01 se usa cuando reporta población no sujeto de la actividad: sexo femenino, hombres menores de 40 años y hombres entre 40 y 49 años sin factores de riesgo.
";Gerenar error cuando variable 64 > Fecha de corte;Error133;Fecha del tacto rectal es mayor a la fecha de corte;Variable 64, Fecha de corte;
;;;;;;;Generar error si la fecha registrada en la variable 64 <= la fecha registrada en la variable 9 (excepto comodines);Error183;Fecha del tacto rectal es menor a la fecha de nacimiento;Variables 9, 64;
;;;;;;;Validar contenido de fecha en la variable 64;Error453;contenido en el campo Fecha del tacto rectal no válido;Variable 64;
;;;;;;;Validar comodines;Error393;Comodín inválido - Fecha del tacto rectal;Variable 64;
65;Recién nacido;Fecha de tamización con oximetría pre y post ductal;10;F;"AAAA-MM-DD
·Si no se tiene el dato registrar 1800-01-01
·Si no se realiza por una tradición registrar 1805-01-01
·Si no se realiza por una condición de salud registrar 1810-01-01
·Si no se realiza por negación del usuario registrar 1825-01-01
·Si no se realiza por tener datos de contacto del usuario no actualizados registrar 1830-01-01
·Si no se realiza por otras razones registrar 1835-01-01
·Si no aplica registrar 1845-01-01";"La opción 1800-01-01 se usa cuando no se tiene información con respecto a la realización del tamizaje o cuando se sabe que se realizó, pero se desconoce la fecha.

La opción 1845-01-01  se usa en población no sujeto del tamizaje.";Gerenar error cuando variable 65 > Fecha de corte;Error134;Fecha tamización con oximetría pre y post ductal es mayor a la fecha de corte;Variable 65, Fecha de  corte;
;;;;;;;Generar error si la fecha registrada en la variable 65 < la fecha registrada en la variable 9 (excepto comodines);Error184;Fecha tamización con oximetría pre y post ductal es menor a la fecha de nacimiento;Variables 9, 65;
;;;;;;;Validar contenido de fecha en la variable 65;Error454;contenido en el campo Fecha de tamización con oximetría pre y post ductal no válido;Variable 65;
;;;;;;;Validar comodines;Error394;Comodín inválido - Fecha tamización con oximetría pre y post ductal;Variable 65;
66;Ca de colon;Fecha de realización colonoscopia tamizaje;10  ;F;"AAAA-MM-DD
·Si no se tiene el dato registrar 1800-01-01
·Si no se realiza por una tradición registrar 1805-01-01
·Si no se realiza por una condición de salud registrar 1810-01-01
·Si no se realiza por negación del usuario registrar 1825-01-01
·Si no se realiza por tener datos de contacto del usuario no actualizados registrar 1830-01-01
·Si no se realiza por otras razones registrar 1835-01-01
·Si no aplica registrar 1845-01-01";"Registre fecha del tamizaje realizado a población a partir de los 50 años de edad. Registro opcional para el resto de la población.

La opción 1800-01-01 se usa cuando no se tiene información con respecto a la realización del test o cuando se sabe que se realizó, pero se desconoce la fecha.

La opción 1845-01-01 se usa en población no sujeto de esta actividad.";Gerenar error cuando variable 66 > Fecha de corte;Error135;Fecha de realización colonoscopia tamizaje es mayor a la fecha de corte;Variable 66, Fecha de  corte;
;;;;;;;Generar error si la fecha registrada en la variable 66 <= la fecha registrada en la variable 9 (excepto comodines);Error185;Fecha de realización colonoscopia tamizaje es menor o igual a la fecha de nacimiento;Variables 9, 66;
;;;;;;;Validar contenido de fecha en la variable 66;Error455;contenido en el campo Fecha realización colonoscopia tamizaje no válido;Variable 66;
;;;;;;;Validar comodines;Error395;Comodín inválido - Fecha de realización colonoscopia tamizaje;Variable 66;
67;Ca de colon;Fecha de la prueba sangre oculta en materia fecal (tamizaje Ca de colon);10;F;"AAAA-MM-DD
·Si no se tiene el dato registrar 1800-01-01
·Si no se realiza por una tradición registrar 1805-01-01
·Si no se realiza por una condición de salud registrar 1810-01-01
·Si no se realiza por negación del usuario registrar 1825-01-01
·Si no se realiza por tener datos de contacto del usuario no actualizados registrar 1830-01-01
·Si no se realiza por otras razones registrar 1835-01-01
·Si no aplica registrar 1845-01-01";"Registre fecha de la prueba realizada a población a partir de los 50 hasta los 75 años. Registro opcional para el resto de la población.

La opción 1800-01-01 se usa cuando no se tiene información con respecto a la realización del test o cuando se sabe que se realizó, pero se desconoce la fecha.

La opción 1845-01-01 se usa en población no sujeto de esta actividad.";Gerenar error cuando variable 67 > Fecha de corte;Error136;Fecha de la prueba de sangre oculta en materia fecal (tamizaje Ca de colon) es mayor a la fecha de corte;Variable 67, Fecha de corte;
;;;;N;;;Generar error si la fecha registrada en la variable 67 <= la fecha registrada en la variable 9 (excepto comodines);Error186;Fecha de la prueba de sangre oculta en materia fecal (tamizaje Ca de colon) es menor a la fecha de nacimiento;Variable 9, 67;
;;;;;;;Validar contenido de fecha en la variable 67;Error456;Fecha de la prueba de sangre oculta en materia fecal no válido;Variable 67;
;;;;N;;;Validar comodines;Error396;Comodín inválido - Fecha de la prueba de sangre oculta en materia fecal (tamizaje Ca de colon);Variable 67;
68;No aplica para el reporte;Consulta de Psicología ;10;F;Registrar 1845-01-01;Se debe registrar 1845-01-01  a todas las personas reportadas ;Generar error si la variable 68 <> 1845-01-01;Error591;Error en valores permitidos -Consulta de Psicología;Variable 68;
;;;;;;;Validar contenido de fecha en la variable 68;Error457;contenido en el campo ConsultaPsicología no válido;Variable 68;
69;Recién nacido;Fecha de tamizaje auditivo neonatal;10;F;"AAAA-MM-DD
·Si no se tiene el dato registrar 1800-01-01
·Si no se realiza por una tradición registrar 1805-01-01
·Si no se realiza por una condición de salud registrar 1810-01-01
·Si no se realiza por negación del usuario registrar 1825-01-01
·Si no se realiza por tener datos de contacto del usuario no actualizados registrar 1830-01-01
·Si no se realiza por otras razones registrar 1835-01-01
·Si no aplica registrar 1845-01-01";"La opción 1800-01-01 se usa cuando no se tiene información con respecto a la realización del tamizaje o cuando se sabe que se realizó, pero se desconoce la fecha.

La opción 1845-01-01  se usa en población no sujeto del tamizaje.";Gerenar error cuando variable 69 > Fecha de corte;Error138;Fecha de tamizaje auditivo neonatal es mayor a la fecha de corte;Variable 69, Fecha de corte;
;;;;N;;;Generar error si la fecha registrada en la variable 69 < la fecha registrada en la variable 9 (excepto comodines);Error188;Fecha de tamizaje auditivo neonatal es menor a la fecha de nacimiento;Variable 9, 69;
;;;;;;;Validar contenido de fecha en la variable 69;Error458;contenido en el campo Fecha de tamizaje auditivo neonatal no válido;Variable 69;
;;;;N;;;Validar comodines;Error398;Comodín inválido - Fecha de tamizaje auditivo neonatal;Variable 69;
70;Primera infancia;Suministro de  fortificación casera en la primera infancia (6 a 23 meses);2;N;"0 -No aplica
1 -Sí se suministra
16-No se suministra por una tradición
17-No se suministra por una condición de salud
18-No se suministra por negación de la usuaria
20-No se suministra por otras razones
21-Registro no evaluado";"Registre el suministro de fortificación casera a la población entre 6 meses hasta 23 meses de edad. 

La opción 0 se usa en la población no sujeto de la actividad.

La opción 1 se usa:
- Cuando hubo suministro efectivo en la consulta de valoración integral en la primera infancia, dentro del periodo que se está reportando.
- Cuando se suministraron multivitamínicos NO POS. ";Generar error si la variable 70 = 1, 16,17,18, 20 ó 21 Y (la edad calculada < 6 meses ó la edad calculada > 27 meses);Error063;Verifique la edad de la persona con Suministro de  fortificación casera, según normatividad vigente;Variable 70, Edad calculada;
;;;;;;;Generar error si la variable 70 <> 0, 1, 16, 17, 18, 20 ó 21.;Error592;Error en valores permitidos -Suministro de  fortificación casera en la primera Infancia.;Variable 70;
;;;;N;;;Generar error si la variable 70 = 0 Y (la edad calculada  >= 6 meses Y la edad calculada <= 27 meses);Error328;"No es válido registrar ""No aplica"" en Suministro de fortificación casera para la edad reportada, revise la normatividad vigente.";Variable 70, Edad calculada;
71;Primera infancia;Suministro de vitamina A en la primera infancia (24 a 60 meses);2;N;"0 -No aplica
1 -Sí se suministra
16-No se suministra por una tradición
17-No se suministra por una condición de salud
18-No se suministra por negación de la usuaria
20-No se suministra por otras razones
21-Registro no evaluado";"Registre el suministro de Vitamina A a población entre 24 meses hasta 59 meses de edad. 

La opción 0 se usa para población no sujeto de la actividad.

La opción 1 se usa:
• Cuando hubo suministro efectivo en la consulta de valoración integral en la primera infancia, dentro del periodo que se está reportando
• Cuando se suministraron multivitamínicos NO POS. ";Generar error si la variable 71 = 1, 16,17,18, 20 ó 21 Y la edad calculada < 24 meses ó > 63 meses;Error064;Verifique la edad de la persona con Suministro de Vitamina A en la primera Infancia, según normatividad vigente;Variable 71, Edad calculada;
;;;;;;;Generar error si la variable 71 <> 0, 1, 16, 17, 18, 20 ó 21.;Error593;Error en valores permitidos -Suministro de vitamina A en la primera infancia;Variable 71;
;;;;N;;;Generar error si la variable 71 = 0 Y (la edad calculada >=24 Y la edad calculada <= 63 meses);Error329;"No es válido registrar ""No aplica"" en Suministro de Vitamina A en la primera Infancia, para la edad reportada, revise la normatividad vigente.";Variable 71, Edad calculada;
72;Riesgo cardiovascular y metabólico;Fecha de toma LDL;10;F;"AAAA-MM-DD
·Si no se tiene el dato registrar 1800-01-01
·Si no se realiza por una tradición registrar 1805-01-01
·Si no se realiza por una condición de salud registrar 1810-01-01
·Si no se realiza por negación del usuario registrar 1825-01-01
·Si no se realiza por tener datos de contacto del usuario no actualizados registrar 1830-01-01
·Si no se realiza por otras razones registrar 1835-01-01
·Si no aplica registrar 1845-01-01";"Registre la fecha del tamizaje realizado a la población de 18 a 29 años con riesgo identificado y a partir de los 29 años una vez cada 5 años. Registro opcional para el resto de la población.

La opción 1800-01-01 se usa cuando no se tiene información con respecto a la realización del tamizaje o cuando se sabe que se realizó, pero se desconoce la fecha.

La opción 1845-01-01 se usa en población no sujeto de esta actividad.";Gerenar error cuando variable 72 > Fecha de corte;Error139;Fecha de toma LDL es mayor a la fecha de corte;Variable 72, Fecha de corte;
;;;;N;;;Generar error si la fecha registrada en la variable 72 <= la fecha registrada en la variable 9 (excepto comodines);Error189;Fecha de toma LDL es menor o igual a la fecha de nacimiento;Variables 9, 72;
;;;;;;;Validar contenido de fecha en la variable 72;Error459;contenido en el campo Fecha de toma LDL no válido;Variable 72;
;;;;N;;;Validar comodines;Error399;Comodín inválido - Fecha de toma LDL;Variable 72;
73;Ca de próstata;Fecha de toma PSA;10;F;"AAAA-MM-DD
·Si no se tiene el dato registrar 1800-01-01
·Si no se realiza por una tradición registrar 1805-01-01
·Si no se realiza por una condición de salud registrar 1810-01-01
·Si no se realiza por negación del usuario registrar 1825-01-01
·Si no se realiza por tener datos de contacto del usuario no actualizados registrar 1830-01-01
·Si no se realiza por otras razones registrar 1835-01-01
·Si no aplica registrar 1845-01-01";"La opción 1800-01-01 se usa cuando se sabe de la realización de la consulta, pero no se tiene exactitud de la fecha.

La opción 1845-01-01 se usa en personas que no son sujeto de esta actividad.";Gerenar error cuando variable 73 > Fecha de corte;Error140;Fecha de toma PSA es mayor a la fecha de corte;Variable 73, Fecha de corte;
;;;;N;;;Generar error si la fecha registrada en la variable 73 <= la fecha registrada en la variable 9 (excepto comodines);Error190;Fecha de toma PSA es menor o igual a la fecha de nacimiento;Variables 9, 73;
;;;;;;;Validar contenido de fecha en la variable 73;Error460;contenido en el campo Fecha de toma PSA no válido;Variables 73;
;;;;;;;Validar comodines;Error400;Comodín inválido - Fecha de toma PSA;Variables 73;
74;No aplica para el reporte;Preservativos entregados a pacientes con ITS;3;N;0-No aplica;Se debe registrar la opción 0 a todas las personas reportadas;Generar error si la variable 74 <> 0;Error594;Error en valores permitidos - Preservativos entregados a pacientes con ITS;Variables 74;
75;Recién nacido;Fecha de tamizaje visual neonatal;10;F;"AAAA-MM-DD
·Si no se tiene el dato registrar 1800-01-01
·Si no se realiza por una tradición registrar 1805-01-01
·Si no se realiza por una condición de salud registrar 1810-01-01
·Si no se realiza por negación del usuario registrar 1825-01-01
·Si no se realiza por tener datos de contacto del usuario no actualizados registrar 1830-01-01
·Si no se realiza por otras razones registrar 1835-01-01
·Si no aplica registrar 1845-01-01";"La opción 1800-01-01 se usa cuando no se tiene información con respecto a la realización del tamizaje o cuando se sabe que se realizó, pero se desconoce la fecha.

La opción 1845-01-01  se usa en población no sujeto del tamizaje.";Gerenar error cuando variable 75 > Fecha de corte;Error141;Fecha de tamizaje visual neonatal es mayor a la fecha de corte;Variable 75, Fecha de corte;
;;;;;;;Generar error si la fecha registrada en la variable 75 < la fecha registrada en la variable 9 (excepto comodines);Error191;Fecha de tamizaje visual neonatal es menor a la fecha de nacimiento;Variables 9, 75;
;;;;;;;Validar contenido de fecha en la variable 75;Error461;contenido en el campo Fecha de tamizaje visual neonatal no válido;Variable 75;
;;;;;;;Validar comodines;Error401;Comodín inválido - Fecha de tamizaje visual neonatal      ;Variable 75;
76;COP;Fecha de atención en salud bucal por profesional en odontología;10;F;"AAAA-MM-DD
·Si no se tiene el dato registrar 1800-01-01
·Si no se realiza por una tradición registrar 1805-01-01
·Si no se realiza por una condición de salud registrar 1810-01-01
·Si no se realiza por negación del usuario registrar 1825-01-01
·Si no se realiza por tener datos de contacto del usuario no actualizados registrar 1830-01-01
·Si no se realiza por otras razones registrar 1835-01-01
·Si no aplica registrar 1845-01-01";"Registre la fecha en que realizó la actividad a la población sujeto, de acuerdo a la normatividad vigente.

1800-01-01 se usa en población sujeto a la que no está reportando la actividad, o cuando no se tiene información con respecto a la realización, o se sabe que se realizó pero se desconoce la fecha.

La opción 1845-01-01 se usa en población no sujeto de la actividad: menor de 6 meses.

cuando no se puede realizar valoración por restricciones médicas registre 1810-01-01.";Gerenar error cuando variable 76 > Fecha de corte;Error142;Fecha atención en salud bucal por profesional en odontología es mayor a la fecha de corte;Variable 76, Fecha de corte;
;;;;;;;Generar error si la fecha registrada en la variable 76 <= la fecha registrada en la variable 9 (excepto comodines);Error192;Fecha atención en salud bucal por profesional en odontología es menor o igual a la fecha de nacimiento;Variables 9, 76;
;;;;;;;Validar que si la edad calculada >= 6 meses, la variable 76 = 1845-01-01;Error402;Si registra Fecha atención en salud bucal por profesional en odontología, la edad debe ser mayor o igual a 6 meses;Variable 76, Edad calculada;
;;;;;;;Validar comodines;Error672;Comodín inválido - Fecha de atención en salud bucal por profesional en odontología;Variable 76;
;;;;;;;Validar contenido de fecha en la variable 76;Error462;contenido en el campo Fecha de atención en salud bucal por profesional en odontología no válido;Variable 76;
;;;;;;;Generar error si (la variable 102 = 0 Y la variable 76 <> 1845-01-01) ó si (la variable 102 <> 0 Y la variable 76 = 1845-01-01) ;Error597;Registre no aplica en Atención en salud bucal por profesional en odontología si registró no aplica en COP y viceversa;Variables 76, 102;
77;Primera infancia;Suministro de hierro en la primera Infancia (24 a 59 meses);2;N;"0 -No aplica
1 -Sí se suministra
16-No se suministra por una tradición
17-No se suministra por una condición de salud
18-No se suministra por negación de la usuaria
20-No se suministra por otras razones
21-Registro no evaluado";"Registre el suministro de hierro a población entre 24 meses hasta 59 meses de edad. 

La opción 0 se usa para población no sujeto de la actividad

La opción 1 se usa:
• Cuando hubo suministro efectivo en la consulta de valoración integral en la primera infancia, dentro del periodo que se está reportando
• Cuando se suministraron multivitamínicos NO POS. ";Generar error si la variable 77 <> 0 Y (la edad calculada < 24 meses ó la edad calculada > 63 meses);Error669;Verifique la edad de la persona con Suministro de hierro en la primera Infancia, según normatividad vigente;Variable 77, Edad calculada;
;;;;;;;Generar error si la variable 77 <> 0, 1, 16, 17, 18, 20 ó 21.;Error598;Error en valores permitidos -Suministro de hierro en la primera Infancia ;Variable 77;
;;;2;N;;;"Generar error si la variable 77 = 0 Y la edad calculada  se encuentra en el rango entre 24 y 63 meses
";Error670;"No es válido registrar ""No aplica"" en Suministro de hierro en la primera Infancia, para la edad reportada, revise la normatividad vigente.";Variable 77, Edad calculada;
78;Toda la población;Fecha de antígeno de superficie hepatitis B (Toda la población);10;F;"AAAA-MM-DD
·Si no se tiene el dato registrar 1800-01-01
·Si no se realiza por una tradición registrar 1805-01-01
·Si no se realiza por una condición de salud registrar 1810-01-01
·Si no se realiza por negación del usuario registrar 1825-01-01
·Si no se realiza por tener datos de contacto del usuario no actualizados registrar 1830-01-01
·Si no se realiza por otras razones registrar 1835-01-01
·Si no aplica registrar 1845-01-01";"Registrar la fecha del tamizaje para hepatitis B, según la técnica definida en la normatividad vigente, a todas las gestantes y de forma opcional a la población general.

La opción 1800-01-01 se usa cuando se sabe de la realización del examen, pero no se tiene exactitud de la fecha.

La opción 1845-01-01 se usa en población no sujeto del tamizaje.";Gerenar error cuando variable 78 > Fecha de corte;Error143;Fecha antígeno de superficie hepatitis B es mayor a la fecha de corte;Variable 78, Fecha de corte;
;;;1;N;;;Generar error si la fecha registrada en la variable 78 < la fecha registrada en la variable 9 (excepto comodines);Error193;Fecha antígeno de superficie hepatitis B es menor a la fecha de nacimiento;Variables 9, 78;
;;;;;;;Validar contenido de fecha en la variable 78;Error429;contenido en el campo FechaAntigenoSuperficieHepatitisB  no válido;Variable 78;
;;;1;N;;;Validar comodines;Error403;Comodín inválido - Fecha antígeno de superficie hepatitis B ;Variable 78;
79;Toda la población;Resultado de antígeno de superficie hepatitis B (Toda la población);2;N;"0 -No aplica
4 -Reactivo
5 -No reactivo
21-Riesgo no evaluado";"Registrar el resultado del tamizaje para hepatitis B, según la técnica definida en la normatividad vigente, a todas las gestantes y de forma opcional a la población general.

La opción 0 se usa en población general sin riesgo identificado.

La opción 21 se usa cuando:
-Reporta población sujeto de la actividad, pero no se se tiene información con respecto a la identificación del riesgo.
-Cuando se sabe el resultado del tamizaje, pero se desconoce la fecha.";Generar error si la variable 78 > 1900-01-01 Y la variable 79 = 0 ó 21;Error341;Si registra fecha válida para Fecha antígeno de superficie hepatitis B, debe registrar resultado;Variables 78, 79;
;;;;;;;Generar error si la variable 78 = (1800-01-01, 1805-01-01, 1810-01-01, 1825-01-01, 1830-01-01 ó 1835-01-01) Y la variable 79 <> 21;Error599;Si registra un comodín que indican no realización o sin dato en Fecha de antígeno de superficie hepatitis B, registre 21 en el resultado;Variables 78, 79;
;;;;;;;Generar error si la variable 79 = 0 Y la variable 78 <> 1845-01-01;Error600;Si Resultado antígeno de superficie hepatitis B no aplica, el registro de Fecha antígeno de superficie hepatitis B tampoco aplica;Variables 78, 79;
;;;;;;;Generar error si la variable 79 registra valor <> 0, 4, 5 ó 21;Error601;Error en valores permitidos - Resultado antígeno de superficie hepatitis B;Variable 79;
